pir_state,t_temp,field1,field2,field3,field4,count
1,29,"23.50,23.50,23.75,23.75,23.50,24.25,24.00,23.50,23.25,23.75,23.50,23.50,23.50,23.25,23.50,23.75","23.75,23.75,24.00,24.25,24.25,24.00,24.50,24.25,24.50,25.25,25.25,24.75,24.25,26.75,25.75,25.00","24.00,23.75,23.75,24.00,23.75,25.75,25.75,24.75,24.00,23.50,23.75,23.25,23.50,25.25,25.75,25.00","23.75,24.00,23.25,23.50,23.25,24.50,26.00,24.50,23.50,23.50,24.50,23.00,23.50,23.50,24.00,24.25",2
1,29,"24.00,24.00,24.25,24.00,24.25,23.75,24.25,23.25,24.00,24.25,24.25,24.25,24.00,23.50,24.00,23.75","24.25,23.75,25.25,25.25,24.50,24.50,24.25,24.00,24.50,25.25,27.50,26.75,26.25,26.75,25.50,24.75","24.25,24.75,27.00,26.50,25.25,24.75,24.50,25.25,24.00,24.75,26.50,26.25,24.75,24.50,25.00,24.75","24.25,24.50,26.00,26.50,24.25,23.75,24.00,24.25,23.75,24.25,25.50,27.25,24.00,24.00,24.25,24.25",2
1,29,"24.00,23.75,24.00,24.00,23.75,23.75,24.00,23.00,24.25,24.25,23.50,24.00,23.75,24.00,24.50,24.25","24.50,24.00,24.50,24.50,24.50,25.25,24.75,24.00,24.75,25.50,25.50,25.00,25.25,27.25,26.00,25.00","25.00,25.00,23.75,24.00,24.25,27.00,26.50,25.00,24.50,24.25,24.00,23.75,24.00,25.75,26.75,25.00","24.75,24.00,24.00,24.00,23.25,24.00,24.75,24.50,24.25,23.50,24.00,24.00,23.75,24.25,24.25,24.50",2
1,29,"23.75,23.25,24.00,23.75,24.00,24.00,24.50,24.00,24.00,24.00,23.25,23.75,24.00,23.00,24.25,24.25","24.25,24.75,24.25,24.50,24.25,24.75,24.75,24.25,25.25,25.50,26.00,24.00,24.50,27.25,26.75,26.00","25.25,27.25,26.50,24.25,24.00,26.50,27.00,27.00,24.75,26.75,26.00,23.50,23.50,24.50,27.50,28.25","24.00,24.25,24.00,23.50,23.75,24.25,24.50,26.75,24.00,24.25,24.00,24.00,23.75,23.50,24.00,25.00",2
1,29,"24.50,24.00,24.00,24.25,24.00,23.25,24.50,23.75,24.25,24.00,24.25,23.75,23.75,23.75,24.75,24.75","24.50,24.25,24.25,24.00,24.25,25.00,24.75,24.25,25.25,25.75,25.75,24.25,24.50,27.25,27.00,26.00","25.00,27.50,25.75,24.50,24.50,26.25,27.25,27.50,25.00,25.50,25.50,24.00,24.25,25.25,26.75,28.25","24.75,25.00,24.25,24.25,23.75,24.00,25.00,27.25,24.50,23.75,24.25,24.25,24.00,24.00,24.75,24.50",2
1,29,"24.00,23.75,24.00,23.75,23.75,23.50,24.25,23.50,24.00,23.50,23.50,24.00,23.50,23.75,24.25,24.50","24.50,24.25,24.25,23.75,24.00,25.00,24.75,24.50,24.75,25.25,26.25,24.50,24.25,26.75,26.75,26.00","25.25,26.75,26.25,23.75,23.75,26.25,27.25,27.50,24.50,25.50,25.50,24.25,23.50,24.75,26.50,28.50","24.25,24.25,24.00,23.75,23.75,24.50,25.25,27.00,24.50,23.75,24.00,24.75,23.75,23.75,24.00,24.50",2
1,29,"24.00,23.75,24.25,24.00,23.75,23.25,24.00,23.50,24.00,24.25,24.00,23.50,23.50,24.00,24.00,24.50","24.50,24.50,24.00,24.00,24.25,25.25,25.00,24.00,24.75,26.25,26.50,24.50,24.25,27.50,26.75,26.00","24.75,27.00,25.75,24.25,24.25,26.00,26.00,25.00,24.50,25.25,25.25,24.00,23.75,24.75,26.25,24.75","24.25,24.00,23.75,23.75,24.25,24.25,23.50,24.50,24.25,24.00,24.25,23.50,23.75,24.50,24.25,24.75",2
1,29,"24.00,23.50,24.25,23.50,24.25,23.75,24.75,24.00,24.25,24.25,23.50,23.75,23.75,24.00,24.25,24.00","24.25,24.50,24.75,24.25,24.75,25.50,25.50,24.25,25.00,26.25,26.50,24.25,24.75,27.25,26.75,26.00","24.75,27.00,26.00,24.25,24.50,27.50,28.25,26.75,24.25,24.50,25.75,24.00,23.75,25.00,28.25,26.75","24.75,24.50,24.00,24.00,23.50,24.25,26.00,25.50,24.25,23.50,24.25,23.75,23.75,24.00,25.00,24.25",2
1,29,"24.25,23.75,23.50,23.25,24.25,24.00,24.50,23.00,23.50,23.75,24.00,23.75,24.00,24.00,24.50,24.50","24.25,24.00,24.50,24.25,24.50,25.25,24.75,24.25,25.25,26.25,26.25,24.25,24.25,27.25,26.50,26.00","24.75,27.00,26.00,24.00,24.50,27.50,28.00,26.00,24.50,24.50,25.25,23.75,23.50,25.25,28.25,26.50","24.75,24.25,23.75,23.75,23.75,24.25,26.25,25.00,24.50,23.50,24.25,24.00,23.75,23.75,24.50,25.00",2
1,29,"24.00,23.75,23.75,23.75,23.75,23.75,23.75,23.25,23.75,23.75,23.75,23.75,23.75,23.75,23.25,24.00","24.25,24.25,24.50,23.75,23.75,25.25,24.50,24.25,24.75,26.00,25.75,24.25,24.25,27.00,26.25,24.75","25.00,27.50,26.75,24.50,23.75,26.25,26.75,24.50,24.75,25.75,25.00,24.00,23.75,25.00,26.25,24.75","24.25,24.50,23.50,23.75,23.75,25.00,24.25,24.50,24.50,23.25,23.75,24.00,23.50,23.75,24.50,24.25",2
1,29,"23.75,23.75,24.00,23.50,23.75,23.50,24.00,23.75,23.75,23.75,23.50,23.50,23.50,23.75,23.75,23.75","24.50,24.50,24.25,23.75,23.75,25.25,24.50,24.25,25.00,26.00,26.25,24.25,24.25,26.50,26.00,24.50","24.25,27.00,26.75,24.00,23.50,26.00,26.25,25.00,24.25,25.25,25.00,23.25,23.25,25.00,25.25,24.25","24.00,24.25,23.25,23.75,23.25,23.75,24.00,24.25,24.00,24.00,24.00,23.00,23.25,24.00,23.75,24.00",2
1,29,"23.75,23.25,24.00,24.00,23.25,23.75,24.25,23.75,23.50,24.00,23.25,24.00,23.75,23.50,24.25,24.00","24.50,25.00,24.00,24.00,23.50,25.50,25.00,24.50,25.00,25.50,25.75,24.25,24.75,27.50,26.75,26.25","25.25,27.50,25.75,23.75,24.00,27.00,28.00,26.75,24.75,27.25,24.50,23.50,23.75,24.75,28.00,26.75","24.25,24.75,24.25,23.50,23.75,24.00,25.75,25.50,24.25,23.50,24.00,24.25,23.50,23.75,24.00,24.00",2
0,31,"24.25,24.50,24.50,23.75,24.25,23.75,23.50,23.25,24.75,25.75,24.75,25.25,25.25,24.75,23.50,24.00","27.75,27.00,26.25,26.00,25.75,25.25,25.50,24.75,24.25,25.75,26.50,26.50,26.25,25.25,24.50,24.25","24.00,24.25,25.75,27.25,26.25,24.75,24.00,24.00,23.75,24.00,27.00,28.50,26.00,24.50,24.00,23.00","23.75,24.00,28.25,26.50,24.00,24.25,24.50,23.50,23.50,24.50,24.25,24.00,23.50,23.75,23.50,24.25",0
0,30,"24.50,25.25,27.25,28.50,29.00,28.50,25.75,25.00,24.75,26.50,29.75,29.00,29.25,29.00,25.50,24.75","25.75,26.50,29.25,29.75,29.50,28.50,26.25,25.25,24.75,25.50,28.00,29.25,29.50,29.00,26.50,26.00","24.75,24.50,26.75,28.25,27.75,28.25,27.50,25.50,24.50,24.25,25.00,26.25,27.50,29.25,27.00,25.00","24.75,24.75,24.75,24.75,25.75,29.25,27.75,25.00,24.75,25.00,24.75,24.75,25.25,27.50,26.25,24.75",0
0,30,"24.50,24.50,24.75,24.75,24.75,24.75,24.50,23.25,24.75,25.00,25.00,25.25,25.25,25.00,24.00,24.25","25.75,25.50,26.00,26.50,25.75,25.75,25.25,25.00,25.00,25.25,27.25,28.00,28.00,28.00,25.75,26.00","25.00,24.50,26.50,28.25,28.25,27.75,26.00,24.75,24.75,24.50,24.75,26.75,29.00,28.00,25.25,24.75","24.75,24.75,24.50,25.50,28.75,28.25,25.75,25.25,24.75,24.50,24.50,24.75,26.25,25.75,24.75,24.25",1
0,30,"29.00,29.00,27.50,27.25,28.00,27.25,28.75,29.25,27.75,27.75,27.00,25.25,25.75,28.25,28.00,29.00","25.25,26.25,25.25,25.00,25.00,26.75,28.00,28.50,24.25,24.75,25.00,25.00,24.75,25.00,28.50,28.00","25.00,24.75,25.00,25.00,24.75,26.50,29.50,28.25,24.50,24.75,24.50,24.75,25.00,29.25,29.75,26.25","25.00,24.75,24.75,24.75,25.00,28.00,27.75,25.25,24.25,25.25,24.50,25.25,25.00,24.50,25.25,25.25",1
0,30,"27.00,26.75,26.75,27.00,28.50,28.75,28.50,27.75,27.25,27.25,25.75,26.25,29.25,29.75,29.50,30.25","26.75,27.00,25.50,28.75,29.25,30.00,30.00,29.75,25.75,27.50,25.25,26.75,29.25,30.25,30.00,29.25","25.00,24.25,25.00,24.75,27.25,28.75,29.75,29.25,24.25,24.25,24.25,24.50,25.25,26.50,29.00,29.25","24.75,24.75,25.00,24.50,24.75,27.75,29.50,29.75,24.50,24.50,24.75,24.50,26.00,28.50,27.50,28.25",2
0,30,"26.25,26.25,26.00,24.75,25.00,25.25,27.00,27.25,26.75,26.00,25.00,25.25,25.00,25.25,27.75,28.50","26.50,26.25,24.75,24.75,24.50,24.75,27.00,27.75,27.00,25.00,24.75,24.25,24.50,24.75,24.75,26.00","25.25,24.25,25.00,24.25,24.25,24.75,24.75,27.75,24.00,24.75,24.25,24.50,24.00,24.75,24.50,25.75","24.75,25.00,24.75,24.50,24.25,24.50,24.25,24.75,24.25,24.00,24.00,24.75,24.00,23.75,24.75,24.25",2
0,30,"26.50,26.25,25.75,25.00,24.75,25.00,27.00,27.00,27.00,26.00,25.25,24.50,25.00,25.00,26.00,27.25","26.75,25.75,24.75,24.75,24.25,24.25,24.50,26.50,26.75,25.50,24.50,24.50,24.50,24.75,24.50,24.75","24.75,24.50,24.50,24.25,24.50,24.25,24.50,24.00,23.75,24.00,23.75,24.50,24.50,24.75,24.00,23.75","24.50,24.50,24.75,24.50,24.25,24.50,24.50,24.00,24.00,24.75,24.25,24.50,24.25,24.50,23.75,24.25",2
0,30,"26.25,26.50,26.75,27.50,26.75,26.50,26.25,27.50,25.50,27.00,27.75,27.75,27.25,26.75,27.75,29.25","26.75,27.25,28.00,27.75,27.25,27.75,29.50,30.00,29.50,27.75,27.50,27.75,27.75,29.75,30.00,30.25","29.50,28.50,27.75,27.50,28.25,29.25,29.50,29.75,27.50,29.00,28.00,27.25,28.00,30.00,29.75,29.75","26.00,29.00,28.25,28.25,28.00,28.00,29.75,29.75,25.75,26.50,27.25,29.50,26.25,25.75,26.25,28.75",2
0,30,"26.00,26.25,25.75,24.75,25.50,27.00,27.50,27.00,25.50,25.75,24.75,24.75,24.75,26.25,27.50,28.50","26.00,26.00,24.25,24.50,24.50,26.00,27.50,27.25,26.25,26.75,24.50,23.75,24.00,25.50,27.00,27.25","25.25,26.00,24.25,23.50,24.00,24.25,24.75,26.25,24.25,24.50,23.75,24.00,24.00,24.25,23.50,24.25","24.25,24.75,24.25,24.25,24.25,24.00,24.25,25.50,23.75,24.25,24.00,24.00,23.75,24.00,23.50,25.50",2
0,30,"27.00,27.00,27.50,27.75,28.25,28.25,28.00,27.25,26.00,26.75,26.50,27.00,27.25,27.75,27.50,27.75","26.50,27.00,25.75,25.75,25.50,26.00,27.00,28.25,25.75,26.50,25.25,25.00,25.50,26.75,28.00,28.75","26.75,26.50,25.00,25.00,25.00,25.25,27.75,28.25,27.00,27.00,25.00,25.00,24.75,25.25,25.75,26.25","25.25,26.75,25.25,24.75,24.75,24.75,25.00,25.00,24.50,25.00,24.75,24.75,24.25,24.50,24.00,24.25",2
0,30,"26.50,26.25,27.00,27.25,27.75,27.75,27.50,27.75,26.00,26.50,26.50,26.25,26.50,27.25,27.50,28.00","26.00,26.25,25.50,25.25,24.75,25.25,27.75,27.75,25.25,26.25,25.00,24.75,24.75,26.00,27.75,28.50","25.50,26.25,24.75,24.50,24.75,24.75,28.00,27.50,26.00,27.00,24.50,24.50,24.00,24.75,26.00,26.25","25.00,26.50,25.00,24.75,24.25,24.00,24.75,24.75,24.75,24.50,24.25,24.50,23.50,23.75,24.00,24.25",2
0,30,"26.50,26.75,27.00,27.00,27.25,28.25,28.00,28.00,26.00,26.00,25.75,26.25,27.25,28.25,28.00,28.25","25.75,24.75,24.75,25.25,26.00,28.25,28.50,29.00,25.50,24.75,24.50,25.50,27.25,28.00,28.00,27.75","26.25,24.25,24.75,25.00,26.00,27.75,25.50,27.25,26.50,25.25,24.00,24.50,25.00,25.50,24.25,26.50","27.25,25.50,24.00,24.50,24.25,24.00,24.00,24.50,26.25,24.00,23.75,23.75,24.00,23.50,23.25,24.50",2
0,30,"26.75,26.50,27.00,27.50,28.00,28.00,28.00,27.75,26.25,26.75,27.00,27.00,27.00,28.00,27.50,28.25","27.50,28.00,27.50,26.75,26.25,27.25,28.25,27.50,25.50,27.00,27.00,27.75,27.75,28.00,28.00,28.00","24.50,24.50,25.00,24.50,26.25,27.75,28.00,28.00,23.75,23.75,23.75,24.50,25.00,25.50,25.25,27.00","24.25,24.50,24.00,24.00,24.00,24.25,24.50,25.75,23.50,23.50,24.00,24.00,23.25,23.25,24.00,26.50",2
0,30,"26.00,27.25,27.25,27.50,27.75,28.00,28.75,27.75,26.50,27.00,27.50,27.75,27.50,28.50,27.25,28.50","28.75,28.25,26.25,26.50,27.00,28.00,28.25,27.75,26.50,28.25,28.75,28.25,28.25,28.75,27.75,27.75","25.00,24.75,25.75,27.00,27.75,28.25,27.75,27.50,24.50,24.25,24.75,25.00,25.25,25.75,27.75,28.00","24.25,24.75,25.00,24.50,24.50,24.50,25.25,27.75,24.25,24.00,24.25,24.50,23.75,24.00,25.00,28.50",2
0,30,"26.50,27.00,27.75,27.75,28.25,28.50,28.25,28.25,26.25,26.00,26.50,26.75,27.75,27.25,27.75,27.50","26.00,25.00,26.75,28.00,26.50,25.50,27.50,27.00,25.50,25.25,26.25,27.50,27.00,25.25,27.25,26.25","26.50,24.75,25.75,27.25,26.50,24.25,27.00,27.50,27.25,25.00,24.75,26.00,24.50,24.25,25.50,28.25","26.75,24.75,24.25,24.25,24.00,23.75,26.00,28.75,26.25,24.50,24.25,24.75,24.00,23.50,25.75,29.25",2
0,31,"26.75,27.00,27.75,27.75,28.50,29.00,29.00,29.00,25.25,26.25,27.00,27.00,28.00,28.25,28.00,28.25","24.75,25.25,27.00,28.00,26.75,26.75,28.50,28.50,24.75,25.00,26.50,27.75,27.50,25.75,27.75,28.50","25.00,24.75,26.00,27.50,26.75,24.50,26.50,28.25,24.50,24.25,25.00,26.00,24.75,25.00,25.75,28.25","24.75,25.25,25.25,25.00,24.25,24.25,25.25,27.50,24.00,24.75,24.50,24.50,24.25,24.25,24.50,28.25",2
0,32,"26.50,27.25,27.75,27.25,28.00,28.25,28.00,28.50,26.00,26.25,27.00,26.75,27.75,27.75,28.00,28.25","26.00,25.25,26.25,27.50,26.25,27.50,28.00,28.50,25.75,25.50,26.00,27.50,27.00,27.00,27.25,27.75","26.25,25.00,25.25,26.50,27.00,25.00,27.00,28.50,27.00,24.75,24.50,25.25,25.50,24.50,26.00,28.00","27.00,25.25,24.75,24.50,24.75,24.25,25.50,28.75,26.25,24.50,24.50,24.25,24.00,24.50,26.25,29.00",2
0,32,"25.75,26.50,27.00,27.00,28.00,28.25,28.50,27.50,25.00,26.25,26.25,26.75,27.00,27.25,27.50,27.75","24.00,25.00,26.00,26.75,25.75,25.00,27.25,26.75,24.25,24.75,25.50,27.00,26.25,24.75,26.25,26.75","24.00,24.50,24.75,26.25,26.50,23.75,27.50,27.50,24.00,23.75,23.75,24.75,24.50,24.75,27.25,28.25","24.25,24.25,24.75,24.25,23.75,24.25,25.25,28.25,24.00,23.75,24.00,23.50,23.25,23.00,24.00,27.75",2
0,31,"26.25,26.75,27.00,27.50,27.50,28.50,28.25,28.50,25.00,25.50,26.00,26.00,27.25,27.75,27.25,27.50","24.50,24.25,24.25,26.00,26.75,26.75,25.50,26.25,24.00,24.00,24.50,24.50,27.00,28.00,25.25,24.50","24.25,24.00,24.50,24.50,25.50,27.25,25.25,25.00,23.50,24.25,24.25,23.75,24.25,26.00,23.75,23.75","24.25,24.00,24.00,24.25,24.00,23.75,24.00,24.50,23.50,24.00,24.00,23.50,23.50,23.50,23.50,25.25",2
0,31,"26.50,26.75,27.25,27.75,27.75,28.50,28.50,28.00,25.50,25.75,26.75,27.00,27.75,28.25,27.00,27.75","25.50,27.75,27.50,26.00,27.00,26.50,26.00,26.25,25.00,28.25,26.75,25.50,27.00,28.00,25.75,26.00","24.75,26.00,26.00,24.50,26.50,27.25,24.50,24.50,24.00,24.25,24.25,24.50,25.25,25.25,24.00,24.25","24.00,24.00,24.50,24.25,24.50,23.75,24.00,24.75,23.75,24.00,24.25,24.00,23.75,23.75,23.50,24.25",2
0,31,"26.25,26.75,27.25,27.50,27.50,28.25,28.50,28.25,25.50,26.25,26.50,26.75,27.75,28.00,27.00,28.00","24.75,28.00,27.25,26.50,26.75,26.25,25.25,26.50,25.25,27.50,27.25,26.50,27.00,27.50,25.00,27.00","24.75,26.00,25.75,24.50,25.25,26.75,25.00,26.50,24.50,24.25,24.00,23.75,24.25,25.50,24.00,26.75","24.00,24.25,24.00,24.00,24.00,23.75,24.00,27.25,23.50,24.00,23.50,23.50,23.25,22.75,23.00,26.00",2
0,31,"27.00,27.25,28.00,27.75,27.75,28.50,28.75,28.50,26.00,26.50,27.00,27.25,27.50,28.00,27.75,28.00","25.75,28.25,27.75,26.50,26.75,26.50,26.00,26.50,25.75,28.25,27.50,26.25,27.25,27.75,25.75,26.25","25.00,27.00,26.25,25.00,25.25,27.50,26.00,28.00,25.00,25.00,24.50,24.75,24.75,26.75,25.00,25.00","24.25,24.50,24.75,24.50,24.75,24.50,25.00,25.00,24.00,24.00,24.50,24.00,24.50,24.25,24.25,25.00",2
0,31,"26.00,26.75,27.75,27.50,28.00,28.25,28.75,28.00,25.50,26.00,26.50,26.75,27.50,28.00,27.75,27.75","25.00,27.25,27.50,26.25,26.00,26.25,26.25,27.25,25.25,27.75,27.25,26.50,26.75,27.75,25.75,26.50","24.50,26.25,26.00,24.50,25.00,27.25,25.50,26.75,24.25,24.50,24.25,24.00,24.00,25.75,24.75,27.25","23.75,24.25,24.00,24.50,23.75,24.25,26.00,27.50,23.25,24.00,24.25,23.75,23.25,23.50,24.25,25.00",3
1,31,"26.75,27.75,27.75,28.50,28.50,28.75,29.00,28.75,26.00,26.75,27.25,27.50,27.75,28.25,28.50,28.50","25.25,28.00,28.00,26.00,26.50,28.00,28.25,27.75,25.50,28.50,27.75,27.00,27.75,28.25,28.25,28.50","25.25,27.25,26.50,25.25,26.75,27.25,27.25,28.25,23.75,24.75,24.50,24.75,25.50,25.25,25.00,27.25","24.25,25.00,24.75,24.50,24.25,24.75,24.75,27.75,24.25,24.25,24.25,24.25,24.00,23.50,24.00,26.00",3
1,31,"25.50,26.50,27.25,27.50,27.75,28.25,28.75,28.25,25.25,26.00,26.00,26.00,26.75,28.00,28.00,28.00","25.00,25.50,24.00,25.25,25.50,26.50,26.75,26.50,25.25,26.50,24.25,25.00,26.50,28.00,26.75,26.50","25.25,25.75,24.75,24.00,24.75,27.25,27.00,26.25,24.75,25.75,23.75,24.25,24.25,27.50,26.25,26.25","23.75,24.25,24.00,24.00,24.00,26.75,27.00,27.00,23.25,23.75,24.00,23.50,23.50,26.50,26.50,25.50",3
0,31,"25.75,27.00,27.25,27.75,27.00,28.25,28.00,28.00,24.50,25.75,26.75,27.00,27.25,28.00,27.25,27.75","24.50,24.50,27.25,28.00,27.00,26.50,25.25,25.50,24.75,26.25,26.25,28.25,27.75,27.25,24.75,23.50","24.25,25.75,24.75,25.50,28.25,27.00,24.00,24.25,23.50,24.25,24.00,24.50,26.00,24.75,23.75,23.50","23.25,23.75,24.00,23.75,23.50,23.50,24.00,24.00,22.75,23.75,23.75,23.75,23.25,23.00,23.00,24.00",3
1,31,"26.25,27.00,27.50,28.00,27.75,28.75,29.00,28.00,25.50,26.25,26.75,27.00,27.75,28.00,28.00,28.25","25.25,26.75,28.00,27.25,26.25,26.50,25.50,25.50,25.75,27.25,28.50,27.00,26.25,27.25,24.75,24.25","25.00,26.50,28.50,25.75,25.00,27.00,24.75,24.25,24.00,24.25,25.50,24.50,24.50,25.75,24.00,24.00","23.75,24.25,24.25,24.00,24.00,23.75,24.25,24.25,23.50,24.00,23.75,24.25,23.75,23.50,23.50,24.00",3
1,31,"26.00,27.00,27.25,27.25,27.25,28.25,27.75,27.75,24.75,26.00,26.25,26.75,27.25,28.00,27.25,27.00","24.50,26.25,27.75,27.25,25.75,25.50,25.25,24.75,25.50,27.50,28.00,27.50,26.25,27.00,24.25,23.50","24.50,26.00,28.00,26.50,25.25,27.25,24.25,24.00,23.50,24.25,24.75,24.75,24.00,25.75,23.25,23.50","23.75,24.25,23.75,24.00,24.25,23.50,23.75,23.50,23.00,23.50,23.50,23.25,23.25,23.00,23.25,23.50",3
1,31,"26.75,27.00,27.50,28.00,27.75,28.25,28.25,28.00,25.75,26.25,26.75,27.75,27.50,28.00,27.75,27.75","25.00,25.50,27.75,28.25,27.50,26.75,25.50,25.00,25.75,26.50,27.00,28.50,28.00,27.50,24.75,24.00","24.75,26.00,25.75,28.00,26.25,27.50,24.00,24.00,24.00,24.25,24.25,25.50,25.00,25.50,23.50,23.50","24.00,24.25,24.25,24.00,23.75,23.75,23.75,24.00,23.50,23.75,24.25,24.25,24.25,23.25,23.50,23.75",3
0,31,"26.50,27.25,28.25,28.00,29.00,29.75,30.00,29.00,25.50,26.75,26.75,27.75,28.75,29.25,29.25,29.00","25.25,25.00,25.50,28.50,28.25,29.50,29.00,29.00,25.75,26.50,25.25,27.25,29.75,28.75,26.75,26.25","24.75,26.50,25.25,25.25,29.00,28.25,25.75,25.00,23.75,24.50,24.50,25.00,26.00,26.75,24.50,24.50","24.25,25.00,25.00,25.00,25.00,24.50,25.25,24.50,23.50,24.00,24.00,24.50,24.25,24.25,23.75,24.50",3
1,31,"26.75,28.00,28.25,28.75,28.50,29.00,29.25,29.50,26.00,26.50,27.50,28.50,28.00,28.25,27.75,28.25","25.50,25.75,27.50,28.25,27.75,26.75,26.00,25.75,25.50,26.50,27.50,29.50,28.00,28.00,25.25,24.50","25.25,26.00,26.25,29.25,26.00,27.75,25.00,25.00,24.50,24.75,24.75,26.25,25.25,26.25,24.25,24.25","24.50,24.75,24.50,24.50,24.25,24.25,24.50,24.50,24.00,24.00,24.25,24.25,24.50,23.75,24.00,24.50",3
1,31,"25.50,26.75,27.75,27.75,27.75,28.50,28.50,28.75,25.00,26.00,26.50,27.00,27.25,28.25,27.25,28.25","25.00,25.00,27.25,27.00,26.25,26.00,25.50,25.25,24.75,25.75,27.75,27.75,26.75,27.25,25.00,24.25","24.25,25.75,27.00,26.50,24.75,26.25,24.25,24.50,23.75,24.00,24.25,25.00,24.00,25.00,23.50,23.50","23.75,24.00,23.75,24.00,23.25,23.00,23.75,24.00,22.75,23.75,23.75,23.75,23.50,23.00,23.00,24.00",3
1,31,"27.25,27.75,29.50,29.25,28.00,29.50,29.50,29.00,26.25,28.75,30.00,29.00,28.25,28.75,28.75,28.00","25.50,27.25,28.75,29.00,28.00,27.25,25.75,25.75,25.25,26.25,25.75,26.75,29.25,28.25,25.25,24.50","24.50,25.50,25.25,25.25,28.75,28.25,25.50,24.50,24.00,24.25,24.00,24.50,26.25,26.75,24.50,24.50","23.75,24.00,24.25,24.00,24.50,24.00,24.00,24.75,23.75,23.75,24.25,24.25,24.00,23.50,24.00,24.50",3
1,31,"26.50,27.25,28.00,28.00,27.75,29.25,28.75,28.75,25.50,26.75,27.00,27.00,27.75,28.25,27.75,28.00","25.50,26.75,27.25,27.25,26.00,26.25,25.75,25.25,26.00,27.00,27.25,26.50,27.00,27.50,24.50,23.75","24.50,26.00,27.75,25.00,25.75,27.50,24.50,23.75,24.00,24.50,24.75,24.25,24.75,25.25,24.00,23.75","23.75,24.25,24.50,24.25,24.25,23.75,23.75,24.50,23.25,24.00,23.50,24.00,23.75,23.50,23.25,24.00",3
1,31,"26.75,27.00,27.75,28.00,28.25,29.00,29.25,28.75,25.25,26.50,27.00,26.50,27.75,28.50,27.50,28.25","24.75,27.25,27.25,27.25,25.50,25.75,26.25,25.50,25.00,27.50,27.50,26.25,26.50,27.50,24.75,24.75","24.75,26.25,27.00,24.75,25.25,27.50,25.25,24.50,23.75,24.25,25.00,24.50,24.50,25.75,23.50,24.25","23.75,24.25,24.25,24.25,23.50,23.75,24.00,24.25,23.00,24.00,23.50,24.00,23.25,23.00,23.25,24.25",3
0,31,"27.25,28.00,28.25,28.75,28.75,29.25,29.75,29.25,26.25,26.75,27.75,28.00,28.25,28.75,28.25,28.25","25.50,27.50,28.00,27.75,26.25,26.75,26.00,26.25,25.75,27.75,28.25,27.00,27.00,28.25,25.75,24.75","25.25,26.75,28.00,25.50,26.25,27.75,25.25,24.50,24.00,24.75,25.50,25.00,25.50,26.00,24.50,24.50","24.50,24.75,24.75,24.50,24.75,24.75,24.50,24.50,24.00,24.50,24.50,24.25,24.50,24.00,25.00,25.00",3
1,31,"27.25,27.75,29.00,29.00,28.50,29.75,30.00,29.00,26.00,27.50,27.75,27.50,28.00,29.50,28.25,29.00","25.00,26.25,28.75,29.00,27.25,26.25,26.50,26.00,25.75,27.75,29.25,29.50,28.00,28.25,26.00,24.25","25.00,26.50,26.50,29.50,27.75,28.25,25.50,24.50,24.25,24.75,25.25,26.50,26.00,25.50,24.50,24.25","24.50,24.50,24.75,24.75,25.00,24.25,24.75,24.25,23.75,24.50,24.75,24.50,24.25,23.75,24.25,25.25",3
1,31,"27.00,27.00,28.00,28.25,28.25,29.00,29.00,28.75,25.75,26.75,27.50,27.25,27.50,28.25,27.75,28.00","24.75,26.00,28.00,27.50,25.75,26.25,25.50,25.50,25.50,27.50,28.50,27.50,26.75,27.25,25.50,24.00","25.00,26.25,27.75,26.75,25.00,27.50,24.75,24.75,24.25,24.75,25.00,25.25,24.50,25.25,24.25,24.00","23.50,24.00,24.25,24.00,24.25,23.75,23.75,24.00,23.50,23.75,23.50,23.50,23.50,23.25,23.75,24.75",3
1,31,"26.75,27.00,28.00,28.25,27.75,29.00,28.75,28.50,25.50,26.25,26.75,27.25,27.25,28.25,27.25,27.75","24.75,26.00,27.75,27.25,25.75,26.00,24.75,24.75,25.25,27.25,28.50,27.50,26.50,27.00,24.75,24.00","24.75,25.75,27.75,26.75,26.00,27.25,24.50,24.00,23.75,24.00,24.50,24.75,24.75,25.00,23.50,24.00","24.25,23.75,24.00,23.50,24.00,23.00,23.75,24.00,23.75,23.25,23.75,24.00,23.25,23.25,23.50,23.75",3
1,31,"27.00,28.25,29.25,29.25,28.25,29.00,28.75,29.00,26.50,28.50,29.25,29.50,28.25,29.00,28.25,28.00","25.50,28.75,29.50,29.50,28.00,27.00,25.75,25.75,25.50,27.00,27.75,27.75,28.75,28.50,25.75,24.00","24.50,25.75,25.50,25.00,25.75,28.25,24.25,24.50,23.75,24.00,23.75,24.25,24.25,25.50,23.50,23.75","23.75,24.25,23.75,24.00,24.00,23.50,23.75,24.00,23.50,23.50,23.75,23.50,23.75,23.25,23.75,24.50",3
1,31,"26.50,27.00,28.00,27.25,28.25,28.50,28.50,28.25,25.00,26.00,26.25,27.00,27.50,28.25,27.50,27.25","24.50,24.75,25.00,27.50,27.25,26.75,25.25,25.50,25.00,26.00,24.75,27.50,27.50,27.75,24.75,23.75","24.00,26.00,24.50,26.00,27.25,27.00,23.75,24.00,23.75,23.75,23.75,24.75,25.25,25.25,23.25,23.50","24.00,23.75,24.00,24.00,23.75,23.50,24.25,24.00,23.00,23.50,23.25,23.50,23.00,23.25,22.75,23.75",3
